Segmento,Modelo do Avião,Quantidade entregue,Ano de fabricação,Ano de entrega,Quantidade de Motores,Tamanho do tanque (litros),Peso do avião vazio ,Custo de combustível - AVGAS (pré pandemia),Custo de combustível AVGAS (pós pandemia),Custo de combustível - querosene ,Custo de combustível - querosene (póspandemia),Cliente,Origem,Destino,Distância (km),Autonomia (km),Parada para reabastecer,Frete (pre pandemia - AVGAS) ,Frete (pos pandemia - AVGAS),Frete - QAV,Frete (pos pandemia - QAV),Custo total AVGAs,Custo total QAV
Aviação Executiva,Lineage 1000,1,2014,2015,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,60","R$ 4,60",Salam Air,São José dos Campos,Omã,12076,8334,1,"R$ 202.696,14","R$ 248.640,60","R$ 72.132,80","R$ 207.200,50","R$ 202.696,14","R$ 72.132,80"
Aviação Executiva,Lineage 1000E,1,2014,2015,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,60","R$ 4,60",Augsburg,São José dos Campos,Alemanha,9923,8334,1,"R$ 202.696,14","R$ 248.640,60","R$ 72.132,80","R$ 207.200,50","R$ 202.696,14","R$ 72.132,80"
Aviação Executiva,Lineage 1000E,1,2014,2015,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,60","R$ 4,60",Regional,São José dos Campos,França,9108,8334,1,"R$ 202.696,14","R$ 248.640,60","R$ 72.132,80","R$ 207.200,50","R$ 202.696,14","R$ 72.132,80"
Aviação Comercial,EMBRAER 175 (E175),7,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 51.754,24","R$ 160.770,86","R$ 1.100.930,89","R$ 362.279,66"
Aviação Comercial,EMBRAER 175 (E175),25,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Satena,São José dos Campos,Colômbia,4362,4074,1,"R$ 104.850,56","R$ 128.616,69","R$ 34.502,82","R$ 107.180,57","R$ 2.621.264,02","R$ 862.570,61"
Aviação Comercial,EMBRAER 175 (E175),31,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,4074,3,"R$ 209.701,12","R$ 257.233,38","R$ 69.005,65","R$ 214.361,15","R$ 6.500.734,76","R$ 2.139.175,12"
Aviação Comercial,EMBRAER 175 (E175),4,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Air Astana,São José dos Campos,Cazaquistão,13569,4074,3,"R$ 209.701,12","R$ 257.233,38","R$ 69.005,65","R$ 214.361,15","R$ 838.804,49","R$ 276.022,60"
Aviação Comercial,EMBRAER 175 (E175),22,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Arkia,São José dos Campos,Israel,10490,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 51.754,24","R$ 160.770,86","R$ 3.460.068,50","R$ 1.138.593,21"
Aviação Comercial,EMBRAER 175 (E175),1,2015,2016,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Flybe,São José dos Campos,Reino Unido,9614,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 51.754,24","R$ 160.770,86","R$ 157.275,84","R$ 51.754,24"
Aviação Comercial,EMBRAER 190 (E190),11,2015,2016,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Virgin Nigeria,São José dos Campos,Nigéria,6930,4537,1,"R$ 145.378,58","R$ 178.331,06","R$ 47.839,24","R$ 148.609,22","R$ 1.599.164,38","R$ 526.231,69"
Aviação Comercial,EMBRAER 195 (E195),2,2015,2016,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Helvetic,São José dos Campos,Suíça,9484,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 71.758,87","R$ 222.913,82","R$ 436.135,74","R$ 143.517,73"
Aviação Comercial,EMBRAER 195 (E195),4,2015,2016,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,4260,1,"R$ 145.378,58","R$ 178.331,06","R$ 47.839,24","R$ 148.609,22","R$ 581.514,32","R$ 191.356,98"
Aviação Comercial,EMBRAER 195 (E195),1,2015,2016,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Air Peace,São José dos Campos,Nigéria,6930,4260,1,"R$ 145.378,58","R$ 178.331,06","R$ 47.839,24","R$ 148.609,22","R$ 145.378,58","R$ 47.839,24"
Aviação Executiva,Phenom 100E,3,2015,2016,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Placar Linhas Aéreas,São José dos Campos,Brasil,124,2182,0,"R$ 9.666,87","R$ 11.858,03","R$ 3.181,05","R$ 9.881,69","R$ 29.000,62","R$ 9.543,14"
Aviação Executiva,Phenom 100E,1,2015,2016,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Saudi Arabian Airlines,São José dos Campos,Arábia Saudita,11114,2182,5,"R$ 58.001,25","R$ 71.148,19","R$ 19.086,28","R$ 59.290,16","R$ 58.001,25","R$ 19.086,28"
Aviação Executiva,Phenom 100E,1,2015,2016,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",LOT Polish,São José dos Campos,Polônia,10454,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 15.905,23","R$ 49.408,47","R$ 48.334,37","R$ 15.905,23"
Aviação Executiva,Phenom 100E,2,2015,2016,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Regional,São José dos Campos,França,9108,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 15.905,23","R$ 49.408,47","R$ 96.668,74","R$ 31.810,46"
Aviação Executiva,Phenom 100E,3,2015,2016,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 15.905,23","R$ 49.408,47","R$ 145.003,11","R$ 47.715,69"
Aviação Executiva,Phenom 300,9,2015,2016,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 10.273,40","R$ 31.913,57","R$ 280.978,21","R$ 92.460,56"
Aviação Executiva,Phenom 300,16,2015,2016,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 10.273,40","R$ 31.913,57","R$ 499.516,81","R$ 164.374,33"
Aviação Executiva,Phenom 300,37,2015,2016,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Helvetic,São José dos Campos,Suíça,9484,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 10.273,40","R$ 31.913,57","R$ 1.155.132,63","R$ 380.115,64"
Aviação Executiva,Phenom 300,1,2015,2016,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Globalia,São José dos Campos,Espanha,8310,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 10.273,40","R$ 31.913,57","R$ 31.219,80","R$ 10.273,40"
Aviação Executiva,Legacy 500,9,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Flybe,São José dos Campos,Reino Unido,9614,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 1.824.265,26","R$ 600.304,89"
Aviação Executiva,Legacy 500,7,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",NIKI,São José dos Campos,Áustria,9903,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 1.418.872,98","R$ 466.903,80"
Aviação Executiva,Legacy 500,3,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Airnorth,São José dos Campos,Austrália,14613,5790,2,"R$ 304.044,21","R$ 372.960,90","R$ 100.050,81","R$ 310.800,75","R$ 912.132,63","R$ 300.152,44"
Aviação Executiva,Legacy 500,2,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",JAL,São José dos Campos,Japão,18506,5790,3,"R$ 405.392,28","R$ 497.281,20","R$ 133.401,09","R$ 414.401,00","R$ 810.784,56","R$ 266.802,17"
Aviação Executiva,Legacy 650,6,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",TAME,São José dos Campos,Equador,4212,7223,0,"R$ 101.348,07","R$ 124.320,30","R$ 33.350,27","R$ 103.600,25","R$ 608.088,42","R$ 200.101,63"
Aviação Executiva,Legacy 650,2,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Petro Air,São José dos Campos,Líbia,8736,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 405.392,28","R$ 133.401,09"
Aviação Executiva,Legacy 650,1,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 202.696,14","R$ 66.700,54"
Aviação Executiva,Legacy 450,3,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Porter,São José dos Campos,Canadá,10478,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 608.088,42","R$ 200.101,63"
Aviação Executiva,Legacy 450,4,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Dniproavia,São José dos Campos,Ucrânia,11012,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 810.784,56","R$ 266.802,17"
Aviação Executiva,Legacy 450,5,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 66.700,54","R$ 207.200,50","R$ 1.013.480,70","R$ 333.502,72"
Aviação Executiva,Lineage 1000E,2,2015,2016,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,48","R$ 4,60",Placar Linhas Aéreas,São José dos Campos,Brasil,124,8334,0,"R$ 101.348,07","R$ 124.320,30","R$ 33.350,27","R$ 103.600,25","R$ 202.696,14","R$ 66.700,54"
Aviação Comercial,EMBRAER 175 (E175),23,2016,2017,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Aurigny,São José dos Campos,Guernesei,9138,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 63.120,04","R$ 160.770,86","R$ 3.617.344,34","R$ 1.451.760,86"
Aviação Comercial,EMBRAER 175 (E175),53,2016,2017,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",KLM,São José dos Campos,Países Baixos,9731,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 63.120,04","R$ 160.770,86","R$ 8.335.619,58","R$ 3.345.361,99"
Aviação Comercial,EMBRAER 175 (E175),2,2016,2017,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Kenya Airways,São José dos Campos,Quênia,9367,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 63.120,04","R$ 160.770,86","R$ 314.551,68","R$ 126.240,08"
Aviação Comercial,EMBRAER 175 (E175),1,2016,2017,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",CIAF,São José dos Campos,Egito,9932,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 63.120,04","R$ 160.770,86","R$ 157.275,84","R$ 63.120,04"
Aviação Comercial,EMBRAER 190 (E190),3,2016,2017,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 87.517,91","R$ 222.913,82","R$ 654.203,61","R$ 262.553,72"
Aviação Comercial,EMBRAER 190 (E190),8,2016,2017,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Austral,São José dos Campos,Argentina,2386,4537,0,"R$ 72.689,29","R$ 89.165,53","R$ 29.172,64","R$ 74.304,61","R$ 581.514,32","R$ 233.381,08"
Aviação Comercial,EMBRAER 190 (E190),1,2016,2017,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Airnorth,São José dos Campos,Austrália,14613,4537,3,"R$ 290.757,16","R$ 356.662,12","R$ 116.690,54","R$ 297.218,43","R$ 290.757,16","R$ 116.690,54"
Aviação Comercial,EMBRAER 195 (E195),2,2016,2017,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Air Caraibes,São José dos Campos,Guadalupe,4706,4260,1,"R$ 145.378,58","R$ 178.331,06","R$ 58.345,27","R$ 148.609,22","R$ 290.757,16","R$ 116.690,54"
Aviação Comercial,EMBRAER 195 (E195),7,2016,2017,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Lufthansa,São José dos Campos,Alemanha,9923,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 87.517,91","R$ 222.913,82","R$ 1.526.475,09","R$ 612.625,34"
Aviação Comercial,EMBRAER 195 (E195),1,2016,2017,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Airnorth,São José dos Campos,Austrália,14613,4260,3,"R$ 290.757,16","R$ 356.662,12","R$ 116.690,54","R$ 297.218,43","R$ 290.757,16","R$ 116.690,54"
Aviação Executiva,Phenom 100,13,2016,2017,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Air Moldova,São José dos Campos,Moldávia,10777,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 19.398,19","R$ 49.408,47","R$ 628.346,82","R$ 252.176,53"
Aviação Executiva,Phenom 100,2,2016,2017,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Arkia,São José dos Campos,Israel,10490,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 19.398,19","R$ 49.408,47","R$ 96.668,74","R$ 38.796,39"
Aviação Executiva,Phenom 100,3,2016,2017,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Augsburg,São José dos Campos,Alemanha,9923,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 19.398,19","R$ 49.408,47","R$ 145.003,11","R$ 58.194,58"
Aviação Executiva,Phenom 300,37,2016,2017,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 12.529,55","R$ 31.913,57","R$ 1.155.132,63","R$ 463.593,23"
Aviação Executiva,Phenom 300,14,2016,2017,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Regional,São José dos Campos,França,9108,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 12.529,55","R$ 31.913,57","R$ 437.077,21","R$ 175.413,65"
Aviação Executiva,Phenom 300,1,2016,2017,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",JAL,São José dos Campos,Japão,18506,3650,5,"R$ 62.439,60","R$ 76.592,58","R$ 25.059,09","R$ 63.827,15","R$ 62.439,60","R$ 25.059,09"
Aviação Executiva,Phenom 300,1,2016,2017,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Arkia,São José dos Campos,Israel,10490,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 12.529,55","R$ 31.913,57","R$ 31.219,80","R$ 12.529,55"
Aviação Executiva,Phenom 300,1,2016,2017,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 12.529,55","R$ 31.913,57","R$ 31.219,80","R$ 12.529,55"
Aviação Executiva,Legacy 450,10,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Conviasa,São José dos Campos,Venezuela,3988,5790,0,"R$ 101.348,07","R$ 124.320,30","R$ 40.674,36","R$ 103.600,25","R$ 1.013.480,70","R$ 406.743,59"
Aviação Executiva,Legacy 450,2,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 405.392,28","R$ 162.697,43"
Aviação Executiva,Legacy 450,1,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Conviasa,São José dos Campos,Venezuela,3988,5790,0,"R$ 101.348,07","R$ 124.320,30","R$ 40.674,36","R$ 103.600,25","R$ 101.348,07","R$ 40.674,36"
Aviação Executiva,Legacy 450,1,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",AZAL,São José dos Campos,Azerbaijão,11919,5790,2,"R$ 304.044,21","R$ 372.960,90","R$ 122.023,08","R$ 310.800,75","R$ 304.044,21","R$ 122.023,08"
Aviação Executiva,Legacy 500,4,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 810.784,56","R$ 325.394,87"
Aviação Executiva,Legacy 500,7,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Air Canada,São José dos Campos,Canadá,10478,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 1.418.872,98","R$ 569.441,02"
Aviação Executiva,Legacy 500,3,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Air Canada,São José dos Campos,Canadá,10478,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 608.088,42","R$ 244.046,15"
Aviação Executiva,Legacy 500,1,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",Aeromexico,São José dos Campos,México,8030,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 202.696,14","R$ 81.348,72"
Aviação Executiva,Legacy 650,7,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 1.418.872,98","R$ 569.441,02"
Aviação Executiva,Lineage 1000,1,2016,2017,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 1,81","R$ 4,60",EgyptAir,São José dos Campos,Egito,9932,8334,1,"R$ 202.696,14","R$ 248.640,60","R$ 81.348,72","R$ 207.200,50","R$ 202.696,14","R$ 81.348,72"
Aviação Comercial,EMBRAER 170 (E170),1,2017,2018,2,11625,21140,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Air Kiribati,São José dos Campos,Quiribáti,12272,3982,3,"R$ 209.252,80","R$ 256.683,44","R$ 98.799,87","R$ 213.902,86","R$ 209.252,80","R$ 98.799,87"
Aviação Comercial,EMBRAER 175 (E175),63,2017,2018,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 74.258,66","R$ 160.770,86","R$ 9.908.377,99","R$ 4.678.295,71"
Aviação Comercial,EMBRAER 175 (E175),1,2017,2018,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Montenegro,São José dos Campos,Montenegro,9905,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 74.258,66","R$ 160.770,86","R$ 157.275,84","R$ 74.258,66"
Aviação Comercial,EMBRAER 175 (E175),2,2017,2018,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Dniproavia,São José dos Campos,Ucrânia,11012,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 74.258,66","R$ 160.770,86","R$ 314.551,68","R$ 148.517,32"
Aviação Comercial,EMBRAER 175 (E175),1,2017,2018,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 74.258,66","R$ 160.770,86","R$ 157.275,84","R$ 74.258,66"
Aviação Comercial,EMBRAER 190 (E190),4,2017,2018,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Aero Republica,São José dos Campos,Colômbia,4362,4537,0,"R$ 72.689,29","R$ 89.165,53","R$ 34.320,65","R$ 74.304,61","R$ 290.757,16","R$ 137.282,61"
Aviação Comercial,EMBRAER 190 (E190),1,2017,2018,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Petro Air,São José dos Campos,Líbia,8736,4537,1,"R$ 145.378,58","R$ 178.331,06","R$ 68.641,30","R$ 148.609,22","R$ 145.378,58","R$ 68.641,30"
Aviação Comercial,EMBRAER 190 (E190),7,2017,2018,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Porter,São José dos Campos,Canadá,10478,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 102.961,96","R$ 222.913,82","R$ 1.526.475,09","R$ 720.733,70"
Aviação Comercial,EMBRAER 190 (E190),1,2017,2018,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",CIAF,São José dos Campos,Egito,9932,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 102.961,96","R$ 222.913,82","R$ 218.067,87","R$ 102.961,96"
Aviação Comercial,EMBRAER 195 (E195),2,2017,2018,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Saudi Arabian Airlines,São José dos Campos,Arábia Saudita,11114,4260,2,"R$ 218.067,87","R$ 267.496,59","R$ 102.961,96","R$ 222.913,82","R$ 436.135,74","R$ 205.923,91"
Aviação Comercial,EMBRAER 195 (E195),3,2017,2018,2,16153,28970,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",KunPeng,São José dos Campos,China,16805,4260,3,"R$ 290.757,16","R$ 356.662,12","R$ 137.282,61","R$ 297.218,43","R$ 872.271,48","R$ 411.847,83"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),4,2017,2018,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Air Kiribati,São José dos Campos,Quiribáti,12272,5278,2,"R$ 230.155,67","R$ 282.324,28","R$ 108.669,28","R$ 235.270,24","R$ 920.622,67","R$ 434.677,11"
Aviação Executiva,Phenom 100,7,2017,2018,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Porter,São José dos Campos,Canadá,10478,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 22.821,34","R$ 49.408,47","R$ 338.340,60","R$ 159.749,39"
Aviação Executiva,Phenom 100,2,2017,2018,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Flybe,São José dos Campos,Reino Unido,9614,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 22.821,34","R$ 49.408,47","R$ 96.668,74","R$ 45.642,68"
Aviação Executiva,Phenom 100,1,2017,2018,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Wideroe,São José dos Campos,Noruega,10506,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 22.821,34","R$ 49.408,47","R$ 48.334,37","R$ 22.821,34"
Aviação Executiva,Phenom 100,1,2017,2018,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Finnair,São José dos Campos,Finlândia,11359,2182,5,"R$ 58.001,25","R$ 71.148,19","R$ 27.385,61","R$ 59.290,16","R$ 58.001,25","R$ 27.385,61"
Aviação Executiva,Phenom 300,3,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Austral,São José dos Campos,Argentina,2386,3650,0,"R$ 10.406,60","R$ 12.765,43","R$ 4.913,53","R$ 10.637,86","R$ 31.219,80","R$ 14.740,60"
Aviação Executiva,Phenom 300,37,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",M1 Travel,São José dos Campos,Líbano,10704,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 14.740,60","R$ 31.913,57","R$ 1.155.132,63","R$ 545.402,29"
Aviação Executiva,Phenom 300,5,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Regional,São José dos Campos,França,9108,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 14.740,60","R$ 31.913,57","R$ 156.099,00","R$ 73.703,01"
Aviação Executiva,Phenom 300,2,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Alitalia,São José dos Campos,Itália,9397,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 14.740,60","R$ 31.913,57","R$ 62.439,60","R$ 29.481,20"
Aviação Executiva,Phenom 300,3,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Helvetic,São José dos Campos,Suíça,9484,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 14.740,60","R$ 31.913,57","R$ 93.659,40","R$ 44.221,81"
Aviação Executiva,Phenom 300,1,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Cirrus,São José dos Campos,Alemanha,9923,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 14.740,60","R$ 31.913,57","R$ 31.219,80","R$ 14.740,60"
Aviação Executiva,Phenom 300,2,2017,2018,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,3650,1,"R$ 20.813,20","R$ 25.530,86","R$ 9.827,07","R$ 21.275,72","R$ 41.626,40","R$ 19.654,14"
Aviação Executiva,Legacy 650,4,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Flybe,São José dos Campos,Reino Unido,9614,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 95.704,11","R$ 207.200,50","R$ 810.784,56","R$ 382.816,43"
Aviação Executiva,Legacy 450,13,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Conviasa,São José dos Campos,Venezuela,3988,5790,0,"R$ 101.348,07","R$ 124.320,30","R$ 47.852,05","R$ 103.600,25","R$ 1.317.524,91","R$ 622.076,70"
Aviação Executiva,Legacy 450,1,2017,2018,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 2,12","R$ 4,60",Aurigny,São José dos Campos,Guernesei,9138,5790,1,"R$ 202.696,14","R$ 248.640,60","R$ 95.704,11","R$ 207.200,50","R$ 202.696,14","R$ 95.704,11"
